Customer ID,Branch Code,City,Age,Age_Group,Avg. Annual Income/Month,Income_Segment,Avg_Balance,Balance_Risk_Level,Balance_Volatility,Balance_Growth,Balance_Growth_Rate,Avg_Products,Product_Adoption,Max_Products,Product_Diversity,Avg_CreditCard,Avg_Active,Activity_Status,Activity_Trend,Risk_Score,Risk_Category,Unpaid Tagging
15737489,1008,Jakarta,28,26-35,37000000,Very High Income,252909112.8,Low Risk,215993.0865568001,-0.14781377412178795,-0.04927125823526909,2.0,Medium,2,1,0.25,0.5,Active,-1,0.48527840158201974,Medium Risk,1
15737571,1008,Jakarta,48,46-55,21000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.75,High,3,2,1.0,0.0,Inactive,0,0.7322663314153087,Very High Risk,0
15737605,1007,Jakarta,67,55+,28000000,Very High Income,71159722.78,Low Risk,104896.71390785636,0.05591441488269922,0.018845022910984888,1.0,Low,1,1,1.0,1.0,Active,0,0.5006609231082995,High Risk,0
15737735,1001,Jakarta,59,55+,16000000,Very High Income,0.0,Very High Risk,0.0,0.0,,3.0,High,3,1,1.0,0.0,Inactive,0,0.7390358299888787,Very High Risk,1
15737741,1004,Jakarta,24,18-25,21000000,Very High Income,182586646.45,Low Risk,166818.19397251008,-0.027898147481756324,-0.009185475341307498,1.0,Low,1,1,1.0,0.5,Active,1,0.532308045026595,High Risk,1
15737748,1002,Jakarta,66,55+,28000000,Very High Income,22190384.32,Low Risk,238748.08093940775,2.364324018019379,0.7861294888071857,1.5,Medium,2,2,1.0,0.5,Active,1,0.6335447160655959,High Risk,1
15737778,1004,Jakarta,62,55+,23000000,Very High Income,213323303.2,Low Risk,83083.0,-0.07787880869261679,-0.025959603019206263,2.0,Medium,2,1,1.0,0.25,Inactive,1,0.5048848505423282,High Risk,0
15737795,1002,Jakarta,28,26-35,22000000,Very High Income,289091.27999999997,High Risk,194796.14547012234,36159804.0,inf,2.0,Medium,2,1,1.0,1.0,Active,0,0.5426431248363777,High Risk,0
15737888,1001,Jakarta,62,55+,20000000,Very High Income,933264.8400000001,Medium Risk,649000.1882881855,102686112.0,inf,1.0,Low,1,1,1.0,0.75,Active,1,0.6509322393629255,High Risk,1
15738088,1004,Jakarta,38,36-45,29000000,Very High Income,216393.1,High Risk,432786.2,86557240.0,inf,2.0,Medium,2,1,1.0,0.25,Inactive,1,0.6823562731297671,High Risk,0
15738220,1002,Jakarta,22,18-25,14000000,Very High Income,117977139.9,Low Risk,186971.1223237428,-0.2543815200497579,-0.08475777313791122,1.0,Low,1,1,1.0,0.75,Active,1,0.5633995186606899,High Risk,0
15738497,1002,Jakarta,41,36-45,28000000,Very High Income,318785.36,High Risk,637570.72,127514144.0,inf,2.0,Medium,2,1,1.0,0.25,Inactive,1,0.6859352793659694,High Risk,0
15738516,1007,Jakarta,37,36-45,20000000,Very High Income,51562348.83,Low Risk,433559.5798783023,-1.6638706540696384,-0.5564024065517776,1.0,Low,1,1,1.0,0.75,Active,1,0.6035309253215622,High Risk,1
15738546,1007,Jakarta,36,36-45,31000000,Very High Income,59641355.74,Low Risk,138075.06337103984,-0.08781658832769416,-0.0286323657043878,1.0,Low,1,1,1.0,0.75,Active,-1,0.555543404369791,High Risk,1
15739194,1008,Jakarta,42,36-45,29000000,Very High Income,70308241.27,Low Risk,285287.738766057,0.9971295845020304,0.3315569049111936,1.0,Low,1,1,1.0,0.5,Active,1,0.6080293688553497,High Risk,0
15739223,1002,Jakarta,39,36-45,26000000,Very High Income,20208591.19,Low Risk,109257.22806409652,1.1324451649542666,0.3764208847930606,1.0,Low,1,1,1.0,0.5,Active,0,0.6659596140953984,High Risk,0
15739357,1003,Jakarta,64,55+,20000000,Very High Income,107540555.35,Low Risk,112685.31507513893,0.2195223583230033,0.07313401836347802,1.0,Low,1,1,1.0,0.5,Active,0,0.6062445726468124,High Risk,0
15739576,1008,Jakarta,45,36-45,19000000,Very High Income,33440100.75,Low Risk,263305.7305673071,-1.014513653301423,-0.33543556637542304,1.75,Medium,2,2,1.0,1.0,Active,0,0.5342350674721441,High Risk,0
15739803,1003,Jakarta,35,26-35,47000000,Very High Income,0.0,Very High Risk,0.0,0.0,,1.0,Low,1,1,1.0,0.25,Inactive,-1,0.6628306174749771,High Risk,1
15740104,1008,Jakarta,26,26-35,13000000,Very High Income,1030750.345,Low Risk,692407.0286457619,149457646.0,inf,2.0,Medium,2,1,1.0,0.75,Active,0,0.6301456446675717,High Risk,0
15740345,1007,Jakarta,65,55+,19000000,Very High Income,93247805.88,Low Risk,191011.14040896497,-0.35416932834806847,-0.11805644404649929,2.0,Medium,2,1,1.0,0.25,Inactive,0,0.6320046241971254,High Risk,1
15740383,1001,Jakarta,35,26-35,44000000,Very High Income,26272597.8,Low Risk,173642.05871538343,0.5345999243534987,0.18243476244441298,2.0,Medium,2,1,1.0,1.0,Active,0,0.4374689975775521,Medium Risk,0
15740458,1002,Jakarta,49,46-55,25000000,Very High Income,50649352.78,Low Risk,133395.13641933625,-0.04267596860970562,-0.013348155524517402,1.25,Medium,2,2,1.0,1.0,Active,0,0.5192834471006768,High Risk,1
15741195,1007,Jakarta,38,36-45,47000000,Very High Income,177347028.55,Low Risk,163169.40454708412,-0.10506452290873469,-0.034941519965100046,1.0,Low,1,1,1.0,1.0,Active,0,0.33142086348567396,Medium Risk,0
15741403,1008,Jakarta,30,26-35,20000000,Very High Income,437167.39,High Risk,532363.2133641306,66724728.0,inf,3.0,High,3,1,1.0,0.5,Active,1,0.6136809312084028,High Risk,1
15741554,1003,Jakarta,29,26-35,24000000,Very High Income,272515.89,High Risk,545031.78,109006356.0,inf,1.5,Medium,2,2,1.0,0.25,Inactive,1,0.723887791017685,Very High Risk,1
15741633,1004,Jakarta,43,36-45,30000000,Very High Income,73434366.93,Low Risk,253303.88801776545,0.24926856722131263,0.08409605046745261,1.0,Low,1,1,1.0,0.75,Active,1,0.546304613478758,High Risk,0
15741728,1007,Jakarta,68,55+,24000000,Very High Income,135360994.55,Low Risk,213707.2156719328,0.25437915666402827,0.08482832084287054,2.0,Medium,2,1,1.0,0.75,Active,-1,0.463955816356003,Medium Risk,0
15741875,1001,Jakarta,61,55+,24000000,Very High Income,132537.045,High Risk,265074.09,53014818.00000001,inf,2.0,Medium,2,1,1.0,0.5,Active,0,0.6456860765443393,High Risk,0
15742009,1007,Jakarta,40,36-45,22000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.25,High,3,2,1.0,0.0,Inactive,0,0.7518011701561821,Very High Risk,0
15742369,1001,Jakarta,48,46-55,21000000,Very High Income,58273428.06,Low Risk,187476.0371985355,-0.11775013842187503,-0.03813422629042791,3.0,High,3,1,1.0,1.0,Active,0,0.4456109313278024,Medium Risk,1
15742442,1005,Jakarta,52,46-55,20000000,Very High Income,133334742.6,Low Risk,167756.06398279616,0.2637700632632407,0.08788870266149829,1.0,Low,1,1,1.0,0.5,Active,1,0.5820948493272976,High Risk,0
15742668,1006,Jakarta,45,36-45,40000000,Very High Income,598164.86,Medium Risk,428319.0563435521,95244448.0,inf,1.0,Low,1,1,1.0,1.0,Active,0,0.5226255027236939,High Risk,0
15742809,1003,Jakarta,30,26-35,40000000,Very High Income,9752885.85,Low Risk,94570.01462408685,-1.8045530282012088,-0.5996077991449595,2.75,High,3,2,1.0,0.5,Active,0,0.5430665619285411,High Risk,0
15742854,1007,Jakarta,70,55+,23000000,Very High Income,171502918.15,Low Risk,270308.9018664572,0.027541107321709685,0.00942692788031459,2.0,Medium,2,1,1.0,0.75,Active,0,0.43379292942881476,Medium Risk,0
15742879,1007,Jakarta,27,26-35,30000000,Very High Income,94363787.78,Low Risk,131682.1232248326,0.24574230531700386,0.08199365051337892,2.0,Medium,2,1,0.25,0.5,Active,0,0.6594400373690747,High Risk,1
15743016,1003,Jakarta,27,26-35,15000000,Very High Income,95684867.53,Low Risk,224020.37994845468,-0.13725693798387553,-0.04525186784231823,1.0,Low,1,1,1.0,0.5,Active,1,0.6357187748040609,High Risk,1
15743076,1001,Jakarta,58,55+,26000000,Very High Income,846721.6499999999,Medium Risk,569280.827663474,123328620.0,inf,2.0,Medium,2,1,1.0,0.75,Active,0,0.58254462242554,High Risk,0
15743818,1009,Jakarta,62,55+,25000000,Very High Income,103427099.25,Low Risk,86397.5,0.1671391749517211,0.055713058856136456,2.0,Medium,2,1,1.0,0.5,Active,0,0.5453020103847921,High Risk,0
15744279,1007,Jakarta,27,26-35,36000000,Very High Income,244953797.3,Low Risk,131370.07023291112,0.11381074056410953,0.037927320763412695,2.0,Medium,2,1,1.0,0.5,Active,1,0.3723745257340647,Medium Risk,0
15744517,1009,Jakarta,32,26-35,19000000,Very High Income,74093821.25,Low Risk,165058.42163382636,0.31896420807565556,0.10672513837386062,1.0,Low,1,1,1.0,0.75,Active,-1,0.5861107787282747,High Risk,0
15744606,1001,Jakarta,60,55+,23000000,Very High Income,174597949.3,Low Risk,248694.06569920402,-0.27828114240072027,-0.0927966919445263,2.0,Medium,2,1,1.0,1.0,Active,0,0.375772156839579,Medium Risk,1
15744789,1001,Jakarta,70,55+,23000000,Very High Income,15313.78,Very High Risk,30627.560000000005,6125512.0,inf,2.0,Medium,2,1,1.0,0.25,Inactive,1,0.7045937569097894,Very High Risk,0
15744913,1006,Jakarta,29,26-35,33000000,Very High Income,49838208.23,Low Risk,370255.0156972894,1.834500570859821,0.6087287257764269,1.0,Low,1,1,1.0,0.75,Active,0,0.5573718278056852,High Risk,0
15744919,1004,Jakarta,53,46-55,18000000,Very High Income,201629.99,High Risk,182601.8256059404,25987532.0,inf,1.0,Low,1,1,0.25,0.75,Active,1,0.782993855983139,Very High Risk,1
15744942,1003,Jakarta,43,36-45,53000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.25,Inactive,-1,0.5943619747594411,High Risk,0
15744983,1005,Jakarta,36,36-45,34000000,Very High Income,117571033.3,Low Risk,289122.71533151227,0.5842212769118814,0.19439821192467716,3.0,High,3,1,1.0,1.0,Active,0,0.3423204241564511,Medium Risk,1
15745001,1002,Jakarta,69,55+,25000000,Very High Income,92946042.78,Low Risk,91811.71501502409,0.01233524687053802,0.004238463583176403,1.0,Low,1,1,1.0,0.75,Active,0,0.5464112241491648,High Risk,0
15745295,1002,Jakarta,31,26-35,40000000,Very High Income,516894.235,Medium Risk,381755.5549986493,50271898.0,inf,2.0,Medium,2,1,1.0,1.0,Active,0,0.4762821732899404,Medium Risk,0
15745324,1009,Jakarta,29,26-35,37000000,Very High Income,106294684.55,Low Risk,103716.15728636498,0.17158382142631687,0.05723343453903166,1.0,Low,1,1,1.0,0.75,Active,0,0.4898151541670904,Medium Risk,0
15745354,1006,Jakarta,54,46-55,19000000,Very High Income,699649.23,Medium Risk,483416.6965663809,105266863.99999999,inf,2.0,Medium,2,1,1.0,1.0,Active,0,0.5532833532632144,High Risk,0
15745716,1008,Jakarta,49,46-55,15000000,Very High Income,322850.32,High Risk,413177.69887640746,42750564.0,inf,1.0,Low,1,1,1.0,0.75,Active,0,0.6698780912288761,High Risk,0
15745843,1002,Jakarta,29,26-35,22000000,Very High Income,80461731.03,Low Risk,236049.36888339694,0.05855711048662916,0.02037141877674712,2.0,Medium,2,1,1.0,0.5,Active,1,0.5778278731164239,High Risk,0
15746012,1007,Jakarta,25,18-25,11000000,Very High Income,479163.73,High Risk,565408.7977710025,81572696.0,inf,2.0,Medium,2,1,1.0,0.5,Active,1,0.6931348669508512,High Risk,0
15746035,1002,Jakarta,43,36-45,40000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.25,Inactive,-1,0.6421352932643489,High Risk,0
15746076,1006,Jakarta,50,46-55,29000000,Very High Income,408347.58,High Risk,471519.1704718645,81669516.0,inf,1.0,Low,1,1,1.0,0.25,Inactive,0,0.7285959751668412,Very High Risk,0
15746451,1006,Jakarta,35,26-35,47000000,Very High Income,108930369.55,Low Risk,109051.5,0.20032267065357365,0.06677422416450085,4.25,Very High,5,3,0.25,0.25,Inactive,1,0.5340086893158729,High Risk,1
15746461,1005,Jakarta,24,18-25,19000000,Very High Income,126805073.55,Low Risk,189833.5,-0.2987391009449248,-0.09957970109851406,2.5,High,3,2,1.0,0.5,Active,-1,0.5222539730552387,High Risk,0
15746490,1001,Jakarta,37,36-45,44000000,Very High Income,39009614.95,Low Risk,363065.42791990907,-2.1578788110927687,-0.7245192189772598,1.0,Low,1,1,1.0,1.0,Active,0,0.47196342578334927,Medium Risk,0
15746662,1003,Jakarta,30,26-35,26000000,Very High Income,85666160.12,Low Risk,162016.1066692136,0.307201670363563,0.10247545635337918,2.25,High,3,2,1.0,0.75,Active,1,0.49152784630111573,Medium Risk,0
15746664,1009,Jakarta,43,36-45,31000000,Very High Income,53364244.0,Low Risk,147328.0,0.5529232267143043,0.18430774569664354,1.0,Low,1,1,1.0,0.25,Inactive,1,0.6716664493013171,High Risk,0
15746704,1006,Jakarta,22,18-25,12000000,Very High Income,64571180.48,Low Risk,199577.01373822254,0.6512010044404051,0.21683462502722536,3.0,High,4,3,1.0,0.75,Active,0,0.5279115769553172,High Risk,0
15746749,1007,Jakarta,54,46-55,26000000,Very High Income,463731.46499999997,High Risk,346322.8163774026,55000662.0,inf,2.0,Medium,2,1,1.0,1.0,Active,0,0.5277801359183407,High Risk,0
15746902,1004,Jakarta,28,26-35,24000000,Very High Income,67083020.260000005,Low Risk,228466.08675888507,-0.384767158864998,-0.12750367633083498,1.0,Low,1,1,1.0,1.0,Active,0,0.5191772051056038,High Risk,0
15746970,1005,Jakarta,67,55+,22000000,Very High Income,52444037.49,Low Risk,212649.5,0.8126052316934852,0.27086841573988885,1.0,Low,1,1,1.0,0.5,Active,0,0.6504787657066678,High Risk,0
15747043,1005,Jakarta,44,36-45,57000000,Very High Income,0.0,Very High Risk,0.0,0.0,,1.0,Low,1,1,1.0,0.0,Inactive,0,0.6812049707460954,High Risk,1
15747222,1008,Jakarta,27,26-35,34000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.5,High,3,2,1.0,0.0,Inactive,0,0.6960978676079493,High Risk,0
15747323,1004,Jakarta,49,46-55,15000000,Very High Income,53054729.67,Low Risk,219772.07218597332,-0.31211189581075727,-0.10255431577471293,1.0,Low,1,1,1.0,1.0,Active,0,0.5653849821064255,High Risk,1
15747458,1004,Jakarta,23,18-25,5000000,Medium Income,529297.98,Medium Risk,370163.5134091001,59620664.0,inf,2.0,Medium,2,1,1.0,1.0,Active,0,0.6048910332221437,High Risk,0
15747503,1001,Jakarta,33,26-35,14000000,Very High Income,78653633.1,Low Risk,75402.26882251842,-0.18375636708774468,-0.061238015655037024,1.0,Low,1,1,1.0,0.5,Active,1,0.655339082904634,High Risk,0
15747591,1007,Jakarta,44,36-45,34000000,Very High Income,199135285.2,Low Risk,99251.57528052975,0.017949285388163518,0.006017001728571744,1.0,Low,1,1,1.0,0.5,Active,1,0.46904111769991264,Medium Risk,1
15747647,1002,Jakarta,37,36-45,57000000,Very High Income,57856522.77,Low Risk,284248.1529267165,1.098516324990743,0.36512826161376744,1.0,Low,1,1,1.0,1.0,Active,0,0.40654475156825504,Medium Risk,0
15747677,1009,Jakarta,45,36-45,21000000,Very High Income,99227489.45,Low Risk,87440.21329028194,-0.11501509392594202,-0.03830164222747845,1.75,Medium,2,2,0.25,0.5,Active,1,0.6995651031979903,High Risk,1
15747724,1006,Jakarta,57,55+,18000000,Very High Income,90719172.35,Low Risk,179816.41443798543,0.10523397487210008,0.035517058902948914,1.75,Medium,3,3,1.0,0.75,Active,-1,0.5394056547816753,High Risk,0
15747878,1009,Jakarta,69,55+,20000000,Very High Income,102316165.9,Low Risk,138678.7946407092,-0.036322204125107525,-0.011856856657144199,1.0,Low,1,1,1.0,0.5,Active,1,0.6111358901559887,High Risk,1
15747980,1001,Jakarta,43,36-45,56000000,Very High Income,112937385.6,Low Risk,326624.45697008056,0.6992303674409611,0.23269699523849052,1.0,Low,1,1,1.0,0.75,Active,0,0.413773404638088,Medium Risk,0
15748352,1002,Jakarta,66,55+,27000000,Very High Income,104096641.1,Low Risk,55458.53480754788,-0.09223419637951209,-0.030744732421716936,1.0,Low,1,1,1.0,0.5,Active,-1,0.5837448315026756,High Risk,1
15748532,1004,Jakarta,22,18-25,17000000,Very High Income,0.0,Very High Risk,0.0,0.0,,1.0,Low,1,1,1.0,0.0,Inactive,0,0.8281997969150428,Very High Risk,0
15748597,1005,Jakarta,30,26-35,15000000,Very High Income,70559154.73,Low Risk,356530.00806699286,-1.2246177389464648,-0.4094436513207363,1.0,Low,1,1,1.0,0.5,Active,1,0.6592426411094664,High Risk,0
15748691,1009,Jakarta,54,46-55,23000000,Very High Income,123455609.35,Low Risk,259023.34722617187,0.5112433404981751,0.17020432011545977,1.0,Low,1,1,1.0,0.75,Active,0,0.5251964836957834,High Risk,0
15748797,1005,Jakarta,42,36-45,43000000,Very High Income,146025473.75,Low Risk,231680.60608141113,-0.08245794443851753,-0.027251413469246238,1.75,Medium,2,2,1.0,0.75,Active,0,0.39575354490563763,Medium Risk,0
15748882,1009,Jakarta,67,55+,15000000,Very High Income,92650143.61,Low Risk,193434.6662215695,-0.18645020391881154,-0.06179917967128098,1.0,Low,1,1,0.25,1.0,Active,0,0.6523407900867395,High Risk,1
15748936,1008,Jakarta,58,55+,0,Low Income,219694.81,High Risk,439389.62,87877924.0,inf,3.0,High,3,1,1.0,0.5,Active,0,0.6873819522835327,High Risk,1
15749114,1008,Jakarta,42,36-45,19000000,Very High Income,102081469.4,Low Risk,165776.52388883856,0.16033008572571714,0.05375116230011227,2.0,Medium,2,1,1.0,0.75,Active,-1,0.5134880160359994,High Risk,0
15749123,1007,Jakarta,70,55+,29000000,Very High Income,64340582.5,Low Risk,214383.07163346643,-0.5887421129425876,-0.1960060511118633,1.0,Low,1,1,0.25,0.5,Active,1,0.7376434544107185,Very High Risk,1
15749177,1003,Jakarta,48,46-55,22000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.0,Inactive,0,0.7634060248537305,Very High Risk,0
15749482,1004,Jakarta,43,36-45,49000000,Very High Income,0.0,Very High Risk,0.0,0.0,,2.0,Medium,2,1,1.0,0.25,Inactive,-1,0.6090614573763358,High Risk,0
15749528,1008,Jakarta,61,55+,30000000,Very High Income,64489246.78,Low Risk,57800.68821389586,0.06536128025121919,0.02185679163567341,1.0,Low,1,1,1.0,0.5,Active,1,0.609802512731271,High Risk,1
15749727,1004,Jakarta,34,26-35,55000000,Very High Income,242275.67,High Risk,280914.2463506705,45333884.0,inf,2.0,Medium,2,1,1.0,0.5,Active,1,0.5316623438352165,High Risk,0
15749851,1004,Jakarta,28,26-35,31000000,Very High Income,187778128.9,Low Risk,0.0,0.0,0.0,2.0,Medium,2,1,1.0,0.0,Inactive,0,0.5545255308826561,High Risk,0
15749905,1001,Jakarta,37,36-45,32000000,Very High Income,489930.76,High Risk,342451.6937604664,79878968.0,inf,2.0,Medium,2,1,1.0,0.5,Active,1,0.6159525026155857,High Risk,0
15750055,1006,Jakarta,54,46-55,30000000,Very High Income,144514960.75,Low Risk,198644.1464149313,0.2242685957820523,0.07484639628069592,2.0,Medium,2,1,1.0,1.0,Active,0,0.3782131617479466,Medium Risk,0
15750243,1004,Jakarta,51,46-55,16000000,Very High Income,61276798.31,Low Risk,282036.76119967055,-0.7940404098084716,-0.2646801409050936,1.0,Low,1,1,1.0,0.5,Active,-1,0.6642583462475126,High Risk,1
15750299,1008,Jakarta,66,55+,20000000,Very High Income,177228655.65,Low Risk,188898.2390678025,0.15091707763034953,0.050343567483412954,2.0,Medium,2,1,1.0,1.0,Active,0,0.3843337785993937,Medium Risk,0
15750476,1005,Jakarta,35,26-35,54000000,Very High Income,364129.315,High Risk,728258.63,145651726.0,inf,2.0,Medium,2,1,1.0,0.5,Active,0,0.5352231294134616,High Risk,0
15750574,1004,Jakarta,22,18-25,10000000,High Income,251477.89,High Risk,290381.65497347823,50295578.0,inf,2.25,High,3,2,1.0,0.5,Active,-1,0.6854180530294023,High Risk,0
15750671,1002,Jakarta,56,55+,22000000,Very High Income,413577.25,High Risk,477557.8732364103,82715450.0,inf,2.0,Medium,2,1,1.0,0.25,Inactive,0,0.7078957546948063,Very High Risk,0
15750728,1001,Jakarta,54,46-55,27000000,Very High Income,654612.61,Medium Risk,776822.0385639704,152864122.0,inf,1.0,Low,1,1,1.0,0.5,Active,1,0.6805920918342792,High Risk,0
15750808,1005,Jakarta,62,55+,17000000,Very High Income,51570646.23,Low Risk,300577.633237516,-1.2171781218036997,-0.40658153324612717,1.0,Low,1,1,0.25,0.75,Active,-1,0.738574653450712,Very High Risk,1
15750839,1003,Jakarta,34,26-35,35000000,Very High Income,13206258.81,Low Risk,88237.96434075301,0.5991766728351696,0.20611489635421845,1.0,Low,1,1,0.25,0.75,Active,1,0.7083455137275101,Very High Risk,1
15750929,1009,Jakarta,29,26-35,13000000,Very High Income,997993.6950000001,Medium Risk,684911.0833594073,156061626.0,inf,2.0,Medium,2,1,1.0,0.5,Active,1,0.6852993727871893,High Risk,0
15750970,1005,Jakarta,69,55+,0,Low Income,20571606.9,Low Risk,102181.09390154651,0.41680454852862736,0.1409773201544932,1.0,Low,1,1,1.0,0.75,Active,0,0.7060433190224918,Very High Risk,0
15751131,1003,Jakarta,60,55+,24000000,Very High Income,12016825.86,Low Risk,191502.8712898321,-3.4054350742156765,-1.1449281210740145,2.75,High,4,3,1.0,1.0,Active,0,0.48949876635097195,Medium Risk,0
15751185,1001,Jakarta,68,55+,21000000,Very High Income,0.0,Very High Risk,0.0,0.0,,1.0,Low,1,1,1.0,0.25,Inactive,-1,0.7583772544847929,Very High Risk,0
15751193,1009,Jakarta,27,26-35,26000000,Very High Income,66456311.56,Low Risk,209318.93521828516,0.626687228432113,0.20942439359127688,1.75,Medium,2,2,1.0,1.0,Active,0,0.4775996536719939,Medium Risk,0
15751208,1003,Jakarta,42,36-45,41000000,Very High Income,144508203.65,Low Risk,237955.53011487253,-0.21007844354914074,-0.06988988602955418,1.0,Low,1,1,1.0,0.5,Active,1,0.49446144928113156,Medium Risk,1
15751336,1002,Jakarta,52,46-55,17000000,Very High Income,31929551.09,Low Risk,298934.64465372695,-2.192589616096656,-0.7342939827892543,2.0,Medium,2,1,1.0,0.75,Active,0,0.5865172610675079,High Risk,0
15751531,1008,Jakarta,36,36-45,36000000,Very High Income,93147345.11,Low Risk,217950.96398578587,0.4133553123711322,0.13790865278360637,3.0,High,3,1,1.0,0.5,Active,1,0.46808340053860964,Medium Risk,1
15751788,1004,Jakarta,38,36-45,26000000,Very High Income,353687.245,High Risk,707374.49,141474898.0,inf,2.5,High,3,2,1.0,0.5,Active,0,0.6149195746904605,High Risk,0
15751943,1001,Jakarta,70,55+,16000000,Very High Income,89706607.21,Low Risk,230999.09345186473,0.5265869138420897,0.17550068979900563,2.0,Medium,2,1,1.0,0.75,Active,0,0.536098552188068,High Risk,0
15752193,1004,Jakarta,41,36-45,50000000,Very High Income,160253217.35,Low Risk,311106.7032111598,-0.2927196385547683,-0.0974777000554039,2.25,High,3,3,0.25,1.0,Active,0,0.40240288735759067,Medium Risk,1
15752312,1007,Jakarta,46,46-55,27000000,Very High Income,0.0,Very High Risk,0.0,0.0,,1.0,Low,1,1,1.0,0.25,Inactive,-1,0.7363280305594507,Very High Risk,0
15752344,1003,Jakarta,30,26-35,22000000,Very High Income,100475825.95,Low Risk,257088.2103758358,-0.42696582130988564,-0.14227686795773947,2.75,High,3,2,1.0,0.5,Active,1,0.5242751782145394,High Risk,0
15752388,1005,Jakarta,37,36-45,49000000,Very High Income,478131.745,High Risk,454871.50590920605,104253066.0,inf,1.0,Low,1,1,1.0,1.0,Active,0,0.4896640474464104,Medium Risk,0
15752463,1008,Jakarta,54,46-55,23000000,Very High Income,81002023.01,Low Risk,172218.0,0.4265794269456624,0.1421931440762636,1.25,Medium,2,2,1.0,0.25,Inactive,0,0.6635847797717452,High Risk,1
15752488,1009,Jakarta,57,55+,29000000,Very High Income,17048689.53,Low Risk,187093.72085401477,-0.80399902144123,-0.25804570802187754,1.0,Low,1,1,1.0,1.0,Active,0,0.5476473300843905,High Risk,0
15752650,1006,Jakarta,63,55+,25000000,Very High Income,23328153.93,Low Risk,461258.30760070507,-4.343336735509305,-1.467677305019436,3.25,Very High,4,3,1.0,0.75,Active,1,0.5071470522616699,High Risk,0
15752838,1005,Jakarta,22,18-25,18000000,Very High Income,165938352.5,Low Risk,64361.0,-0.07752707646184859,-0.025842358976261675,2.0,Medium,2,1,1.0,0.25,Inactive,0,0.5676232086887641,High Risk,0
15752956,1005,Jakarta,69,55+,25000000,Very High Income,15178336.76,Low Risk,157337.0,2.1059229210313384,0.7019743539893468,1.0,Low,1,1,1.0,0.25,Inactive,0,0.7294671037956012,Very High Risk,0
15753102,1003,Jakarta,63,55+,27000000,Very High Income,158765042.1,Low Risk,112736.87766358147,0.12306623009535088,0.0410220769569906,2.0,Medium,2,1,1.0,0.5,Active,-1,0.4861423013519836,Medium Risk,0
15753110,1009,Jakarta,22,18-25,11000000,Very High Income,194405802.8,Low Risk,450544.2019709794,0.5165925932281825,0.1719129358185449,1.0,Low,1,1,1.0,1.0,Active,0,0.44774498552511366,Medium Risk,0
15753215,1005,Jakarta,50,46-55,19000000,Very High Income,26293134.57,Low Risk,22368.5,0.1702194766868627,0.05673982772117873,2.0,Medium,2,1,1.0,0.5,Active,0,0.6395676560762139,High Risk,0
15753362,1004,Jakarta,42,36-45,35000000,Very High Income,241090.72499999998,High Risk,195325.23920320478,45751230.0,inf,1.0,Low,1,1,1.0,1.0,Active,0,0.5413341654840483,High Risk,1
15753754,1005,Jakarta,23,18-25,10000000,High Income,17028301.09,Low Risk,151042.02102146938,0.12379160078329236,0.04909929108200354,1.0,Low,1,1,1.0,0.5,Active,1,0.727735080751515,Very High Risk,1
15753831,1003,Jakarta,66,55+,0,Low Income,18968690.94,Low Risk,241999.4653231008,0.5251037315258514,0.19088104118613797,1.0,Low,1,1,1.0,1.0,Active,0,0.6524209840260596,High Risk,0
15753837,1001,Jakarta,26,26-35,22000000,Very High Income,12801694.9,Low Risk,96534.0,-1.5024790460679072,-0.5008263876642327,1.0,Low,1,1,1.0,0.25,Inactive,1,0.742716838914598,Very High Risk,0
15753840,1006,Jakarta,38,36-45,15000000,Very High Income,98991497.12,Low Risk,319025.59572692076,0.38116756629769405,0.12761208381556105,1.0,Low,1,1,1.0,0.75,Active,1,0.5774998938685023,High Risk,1
15753847,1008,Jakarta,27,26-35,15000000,Very High Income,142597376.25,Low Risk,422931.9724379442,0.6177277657313889,0.20559323606126334,2.75,High,3,2,1.0,0.75,Active,0,0.4554400494887588,Medium Risk,0
15753895,1009,Jakarta,56,55+,29000000,Very High Income,276788.645,High Risk,553577.29,110715458.0,inf,3.0,High,3,1,0.25,0.25,Inactive,1,0.7599071937884524,Very High Risk,1
15753969,1007,Jakarta,53,46-55,23000000,Very High Income,160066272.45,Low Risk,73703.8799402718,-0.08420067743295581,-0.028060527576427113,1.0,Low,1,1,1.0,0.75,Active,0,0.49091987029293327,Medium Risk,0
15754072,1006,Jakarta,56,55+,15000000,Very High Income,104412996.65,Low Risk,209673.18675083373,-0.05204521313188595,-0.016796802762075735,1.5,Medium,2,2,1.0,0.5,Active,0,0.6043373831108524,High Risk,0
15754084,1001,Jakarta,53,46-55,26000000,Very High Income,49746584.4,Low Risk,314739.3231882537,-1.5330410068858633,-0.5129671791524015,1.0,Low,1,1,1.0,0.75,Active,0,0.5831817048959588,High Risk,0
